Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
26-02-2022,north,Accessories,Supplier C,Warehouse 1,Fulfilled,379.0,4176.0,"$13,174.58",True,16.0,False,60206.95385,2636.5,6267.0
02/27/2022,East,furniture,Supplier C,Warehouse 3,  fulfilled ,492.0,1097.0,"$3,496.33",True,8.0,False,53742.18491,2764.5,5466.0
28-02-2022,West,Furniture,Supplier A,Warehouse 3,Fulfilled,529.0,,"$13,885.95",True,14.0,False,105765.3043,4633.0,9189.0
01-03-2022,South,Accessories,Supplier C,Warehouse 3,Pending,102.0,4834.0,"$5,558.62",True,14.0,False,6167.564835,3055.0,8728.0
02-03-2022,North,Electronics,Supplier D,warehouse 3,fulfilled,603.0,1276.0,"$4,550.51",True,1.0,False,114989.5002,2385.0,6320.0
03-03-2022,South,Furniture,Supplier C,Warehouse 3,Fulfilled,246.0,3494.0,"$8,614.44",,14.0,False,10127.31102,2072.5,5324.0
03/04/2022,north,Clothing,Supplier A,warehouse 2,Canceled,776.0,651.0,"$4,658.12",True,12.0,True,105723.9972,2795.5,5422.0
05-03-2022,  West ,Electronics,  Supplier B ,Warehouse 3,Fulfilled,502.0,4940.0,"$10,046.79",True,29.0,False,33580.35637,4706.0,6398.0
,,Clothing,Supplier C,Warehouse 2,Fulfilled,465.0,4472.0,"$1,021.50",True,10.0,False,30409.14424,4034.5,6586.0
07-03-2022,  North ,Accessories,Supplier B,Warehouse 1,Fulfilled,711.0,3597.0,"$12,696.06",True,25.0,False,108893.1983,2553.5,9112.0
08-03-2022,North,Electronics,Supplier B,  Warehouse 3 ,fulfilled,478.0,1510.0,"$14,759.11",True,28.0,False,93606.82018,1413.0,5235.0
09-03-2022,East,electronics,Supplier A,  warehouse 1 ,  Canceled ,314.0,1316.0,"$9,311.44",True,9.0,False,59100.0302,1411.5,8438.0
10-03-2022,South,Furnitr,Supplier B,Warehouse 2,Fulfilled,482.0,1507.0,"$14,462.89",True,13.0,False,25780.31516,,5988.0
11-03-2022,South,Electronics,Supplier B,Warehouse 3,Fulfilled,680.0,,"$8,102.57",True,21.0,False,19115.29283,3063.0,7611.0
12-03-2022,West,accessories,Supplier C,Warehouse 1,Fulfilled,228.0,1912.0,"$2,605.76",True,27.0,False,25023.9191,2800.0,8058.0
03/13/2022,South,electronics,supplier a,Warehouse 3,Fulfilled,269.0,3688.0,"$6,464.29",True,15.0,False,19097.93486,1971.5,6910.0
14-03-2022,South,Clothing,Supplier C,Warehouse 3,Fulfilled,273.0,255.0,,True,15.0,False,6963.95409,2237.5,5600.0
15-03-2022,North,Furniture,  Supplier C ,Warehouse 3,pending,461.0,4220.0,"$6,933.67",True,20.0,False,71660.21709,2506.5,7430.0
16-03-2022,East,Accessories,Supplier C,Warehouse 3,Fulfilled,728.0,793.0,"$6,135.78",True,27.0,False,,1713.0,7083.0
17-03-2022,North,Furniture,Supplier C,Warehouse 2,Pending,959.0,2633.0,"$3,954.04",True,4.0,False,144262.039,3088.0,7394.0
18-03-2022,West,accessories,Supplier D,Warehouse 1,Pending,912.0,3543.0,"$10,736.79",True,3.0,False,70992.99661,2312.5,8164.0
03/19/2022,East,Electronics,,Warehouse 3,Fulfilled,193.0,1082.0,"$1,454.07",True,,False,28964.7638,2245.5,8447.0
20-03-2022,South,Clothing,  Supplier B ,  Warehouse 2 ,Fulfilled,812.0,3409.0,"$4,515.84",True,14.0,True,54459.80281,3842.0,6754.0
21-03-2022,South,Clothing,Supplier C,Warehouse 2,Fulfilled,616.0,4275.0,"$2,873.30",True,28.0,False,69478.36014,4298.5,5608.0
22-03-2022,  North ,clothing,Supplier A,Warehouse 3,Pending,134.0,4322.0,"$12,632.58",True,24.0,False,6893.755081,,8286.0
23-03-2022,East,Furniture,Supplier D,Warehouse 3,fulfilled,234.0,191.0,"$7,639.83",True,8.0,False,39719.12525,,8552.0
,South,Clothing,Supplier B,Warehouse 2,Fulfilled,552.0,2366.0,"$4,393.32",True,,,12873.90993,3245.5,
03/25/2022,North,Furniture,Supplier C,  Warehouse 2 ,Fulfilled,74.0,4125.0,"$2,129.60",True,8.0,True,10224.20061,3036.5,8043.0
